sentence,theme,confidence,report_year,source_file
"The projects help for promoting afforestation, biodiversity conservation, rehabilitation of degraded forest areas, water and soil conservation measures, farm forestry, agro forestry, community development and institutional capacity development with the Fig-56.",biodiversity,0.6,2014-15,moefcc_2014_15.pdf
"The questions covered a wide range of issues with which the Ministry is concerned, prominent among them being questions related to Environmental Conservation, Forest Conservation, EIA, Water and Air, Pollution, Freshwater and Marine Conservation, Wildlife Management, Water Management, Climate Change and Meteorology, Energy Studies, Environmental Education, NGOs and Media, Health and Sanitation etc.",biodiversity,0.8,2014-15,moefcc_2014_15.pdf
Freshwater and Marine Conservation 35 12 47 Health and Sanitation 20 25 45 Medicinal Plants 2 1 3 Pollution 60 62 122 Water Management 41 32 73 Wildlife Management 66 70 136 Total 571 470 1041 Table-30.,water_conservation,0.8,2014-15,moefcc_2014_15.pdf
"Subject-wise depiction of questions replied by the Ministry in Rajya Sabha during 2014-2015 Subjects Budget Winter Grand Total Agriculture 11 9 20 Alternative Technologies 5 8 13 Biosafety 2 2 4 Climate Change and Meteorology 10 15 25 Disaster Management 4 9 13 Energy Studies 9 11 20 Environment and Forest Trade 5 0 5 Environmental Conservation 72 51 123 Environmental Education, NGOs and Media 13 13 26 EIA 26 13 39 Forest Conservation 48 29 77 Freshwater and Marine Conservation 8 10 18 Health and Sanitation 14",biodiversity,0.6,2014-15,moefcc_2014_15.pdf
26 40 Pollution 36 45 81 Water Management 21 22 43 Wildlife Management 31 32 63,water_conservation,0.4,2014-15,moefcc_2014_15.pdf
"Conservation of the existing forests, wildlife and water resources and survey of various areas for identification of new species (Protection of Forests, Conservation of rivers, Biodiversity Conservation, Conservation of Wetlands, Wildlife Conservation, Conservation of resources in the eco-sensitive zone, Capacity building, training and research in classical and molecular taxonomy)   Control of Pollution (Air, Water, Noise and Industrial pollution) (Better ambient water quality, Management of hazardous substances and Better Environmental governance)",water_conservation,1.0,2014-15,moefcc_2014_15.pdf
"Functions: The major functions of the Ministry include:   Formulation of national policies on management of environment, forests and wildlife;   Implementation of provisions of related legislations on forests, environment and wildlife, control of pollution of air and water, etc.; and Annual Report 2014-15 263   Survey and exploration of natural resources particularly of forests, flora, fauna, ecosystems, etc.   Bio-diversity conservation including that of lakes and wetlands;   Conservation, development, management and abatement of pollution of rivers which includes National River Conservation Directorate;   Environmental research and development, education, training, information and awareness;   Regulation of diversion of forest land for non forestry purposes;   Environmental Impact Assessment;   Wildlife conservation, preservation, protection planning, research, education, training and awareness;   Afforestation and eco-development;   Prevention of cruelty to animals;   Administration and Management of subordinate and autonomous institutions of the Ministry; and   Monitoring of implementation of central sector and centrally sponsored schemes funded by the Ministry.",water_conservation,1.0,2014-15,moefcc_2014_15.pdf
"Other Organizations of MoEFCC like National River Conservation Directorate (NRCD), National Afforestation & Eco Development Board (NAEB), Civil Construction Unit (CCU), National Tiger Conservation Authority (NTCA) and Central Zoo Authority (CZA) are being accommodated at Paryavaran Bhawan, CGO Complex, New Delhi.",biodiversity,0.6,2014-15,moefcc_2014_15.pdf
"Most of grievances relate to:   Unauthorized industries located in residential areas discharging harmful gases and hazardous effluents in the immediate neighborhood:   Environmental degradation due to mismanagement of civic amenties like location of waste dump, water logging etc.",water_conservation,0.2,2014-15,moefcc_2014_15.pdf
Sewage Treatment Plant 30KLD capacity.,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
Other Energy Efficiency Measures   Chillers and AHUs with Variable Frequency Driver (VFDs).,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
Water Conservation   Recycling of waste water through STP (Sewage Treatment Plant).,water_conservation,0.4,2014-15,moefcc_2014_15.pdf
"Annual Plan 2014-15 For 2014-15, the outlay was ` 2,480.00 crore on the basis of BE (Interim), which has been changed to ` 2,043.00 crore, after transferring the Plan Scheme of National River Conservation Plan (NRCP) with an outlay ` 557.79 crore (BE Interim) to the Ministry of Water Resources and introducing a new Central Plan Scheme of  National Mission on Himalayan Studies  with an outlay of ` 100.00 crore (BE Regular).",water_conservation,0.6,2014-15,moefcc_2014_15.pdf
"However as per the Government of India (Allocation of Business) Rules, 1961 notified vide Gazette Notification S.O No. 1986 (E) dated 31st July, 2014, NCRD & NRCP (excluding the river Ganga and its tributaries) is restored to this Ministry.",water_conservation,0.2,2014-15,moefcc_2014_15.pdf
37 619.80 719.14 451.49 25.20 2430 Outlay (RE) 431.10 530.26 580.31 300.93 7.40 1850 Expenditure as on 31.03.2014 416.43 517.11 571.33 299.07 7.40 1811.34 2014-15 Outlay BE (Interim) 678.01 632.79 713.11 432.89 23.20 2480.00 Outlay BE (Regular) 873.80 * 713.11 432.89 23.20 2043.00 Expenditure as on 31.12.2014 442.19 515.98 237.97 10.73 1206.87 Revised Estimates 551.98 84.00 623.37 273.65 17.00 1550.00 # National River Conservation Directorate (NRCD) and National Plan for Conservation of Aquatic Eco Systems (NPCA).,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
"* National River Conservation Plan, which has been transferred to M/o Water Resources Ministry of Environment, Forests and Climate Change 274 Significant audit points printed in Audit Reports of 2014 Audit Report No.27 of 2014-Union Government, Scientific and Environmental Ministries/Departments (Compliance Audit) Ministry of Environment, Forests and Climate Change Activities of Zoological Survey of India in exploration, identification and monitoring of faunal diversity Ministry of Environment and Forests redefined the mandate of Zoological Survey of India (ZSI) to align it with the objectives of the international Convention of Biological Diversity (CBD) to which India is a signatory; and also prepared a comprehensive strategic plan covering the period from 1993 to 2020 for exploration, survey, inventorisation and monitoring of the faunal diversity of the country.",biodiversity,0.8,2014-15,moefcc_2014_15.pdf
"Email: rowz.bplmef@nic.in Dadra & Nagar Haveli, Daman, Gujarat and Madhya Pradesh 3 Dr. Tejinder Singh, IFS Addl.",water_conservation,0.2,2014-15,moefcc_2014_15.pdf
"Reproductive biology of Scleractinian corals in Andaman and Nicobar Islands Dr. C. Raghunathan, Scientist-C, Zoological Survey of India, Andaman and Nicobar Regional Centre, Port Blair-744102 3.",water_conservation,0.2,2014-15,moefcc_2014_15.pdf
"Foraging ecology and habitat use of wading birds and shorebirds in the mangrove ecosystem of the Andaman islands Dr. C. Sivaperuman, Zoological Survey of India, Andaman and Nicobar Regional Centre Haddo, Port Blair-744102 Andaman Islands.",biodiversity,0.8,2014-15,moefcc_2014_15.pdf
"Study of Plant Diversity of Udaipur wetland of West Champaran and its water quality with Conservation being the objective Dr. R. N. Yadava, Head Botany Department, Ram Lakhan Singh Yadav College, Bettiah845438, West Champaran, Bihar 9.",water_conservation,0.6,2014-15,moefcc_2014_15.pdf
"Assessing the Floristic Diversity and Ecosystem values of selected High altitude wetlands of Indian Trans Himalaya Dr. K. Chandra Sekar, Biodiversity Conservation and Management Theme, G. B. Pant Institute of Himalayan Environment & Development, Kosi Katarmal, Almora   263 643, Uttarakhand, India Ministry of Environment, Forests and Climate Change 282 National Natural Resource Management System (NNRMS) Scheme Sl.",biodiversity,0.8,2014-15,moefcc_2014_15.pdf
"An ecosystem approach for management of Bhindawas and Khaparwas Wetlands, Haryana using geospatial techniques  Centre for Disaster Management, Guru Govind Singh Indraprastha University, New Delhi 3.",water_conservation,0.2,2014-15,moefcc_2014_15.pdf
"Study of Si fluxes and Nutrient inputs across the Vellar River Basin in the East Coast of India and Assessment of their impacts on Coastal Resources   A Geo-Biochemical Approach (SINUIA)  Department of Earth Sciences, Annamalai University, Tamil Nadu Annual Report 2014-15 283 Annexure-V A list of Ongoing Forestry Projects with external financial assistance Sl.",water_conservation,0.2,2014-15,moefcc_2014_15.pdf
"Swan River Integrated Watershed Management Project March 31, 2006 Himachal Pradesh 140.28 Japan International Co-operation Agency(JICA) 10.",water_conservation,0.8,2014-15,moefcc_2014_15.pdf
"Ministry of Environment, Forests and Climate Change 288 Annexure-VII List of wetlands of International Importance from India under Ramsar Convention S.",water_conservation,0.2,2014-15,moefcc_2014_15.pdf
No Name of Wetland State Date of declaration 1.,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
Bhoj Wetland Madhya Pradesh 19.08.02 9.,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
East Calcutta Wetlands West Bengal 19.08.02 11.,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
Kolleru Lake Andhra Pradesh 19.08.02 12.,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
Sasthamkotta Lake Kerala 19.08.02 13.,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
Vembanad-Kol Wetland Kerala 19.08.02 16.,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
Pong Dam Lake Himachal Pradesh 19.08.02 18.,water_conservation,0.4,2014-15,moefcc_2014_15.pdf
Harike Lake Punjab 23.03.90 21.,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
Loktak Lake MR Manipur 23.03.90 22.,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
Sambhar Lake Rajasthan 23.03.90 23.,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
Wular Lake Jammu & Kashmir 23.03.90 24.,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
Chilika Lake Orissa 01.10.81 25.,water_conservation,0.2,2014-15,moefcc_2014_15.pdf
"60 2.16 Animal Welfare 60 3 Environmental Impact Assessment 67 3.1 Environmental Impact Assessment 68 3.2 Coastal Regulation Zone (CRZ) 72 3.3 Society of Integrated Coastal Management (SICOM) 73 4 Abatement of Pollution 77 4.1 Control of Pollution 78 4.2 Central Pollution Control Board 85 4.3 Hazardous Substances Management 90 4.4 Development & Promotion of Clean Technology and Waste Minimization Strategies 95 iii Annual Report 2018-19 5 Conservation of Water Bodies 97 5.1 National River Conservation Directorate (NRCD) 98 5.2 National River Conservation Plan (NRCP) 98 5.3 National Plan for Conservation of Aquatic Eco-system (NPCA) 102 6 Regeneration and Eco-development 105 6.1 National Afforestation and Eco-development Board (NAEB) 106 6.2 National Mission for a Green India 108 7 Research 111 7.1 Research in Environment 112 7.2 Eco-sensitive Zone 114 7.3 National Natural Resource Management System (NNRMS) 120 7.4 G.B. Pant National Institute of Himalayan Environment and Sustainable Development (GBPNIHESD) 124 7.5 National Mission on Himalayan Studies (NMHS) 128 7.6 Forestry Research 131 7.7 Wildlife Institute of India 157 8 Education and Awareness 163 8.1 Environment Education, Awareness and Training 164 8.2 Swachh aur Swastha Bharat Cell 169 8.3 Media Cell 173 8.4 National Museum of Natural History (NMNH) 175 9 Centre of Excellence 179 10 Environmental Information 185 10.1 Environmental Information System 186 10.2 Statistics Division 194 10.3 SDG Co-ordination Unit 196 10.4 Non-Governmental Organization (NGO)",eco_friendly_practices,1.0,2018-19,moefcc_2018_19.pdf
"Cell 246 14.7 General Administration (GA) Section 246 14.8 Public Grievance Cell 246 14.9 Implementation of Official Language Policy 247 14.10 Civil Construction Unit (CCU) 247 15 Development Monitoring & Evaluation, Budget and Accounts 249 15.1 Development Monitoring & Evaluation 250 15.2 Budget and Accounts 251 16 Annexure Annexure-I List of pending/settled C&AG Paras 254 Annexure-II Organization Structure (Environment Sector) 255 Annexure-III Organization Structure (Forestry & Wildlife Sector) 256 Annexure-IV Statewise and Townwise Details of STP Capacity Created in 75 Towns Under National River Conservation Plan (Excluding Ganga & Tributaries)",biodiversity,0.6,2018-19,moefcc_2018_19.pdf
257 v Annual Report 2018-19 AICOPTAX : All India Coordinated Project on Capacity Building in Taxonomy AW : Animal Welfare BSI : Botanical Survey of India BUR : Biennial Update Report CAMPA : Compensatory Afforestation Fund Management and Planning Authority CBD : Convention on Biological Diversity CDM : Clean Development Mechanism CES : Centre for Ecological Science CMW : Conservation and Management of Wetlands COP : Conference of the Parties CPA : Control of Pollution Air CPB : Cartagena Protocol on Biosafety CPCB : Central Pollution Control Board CPW : Control of Pollution Water CRZ : Coastal Regulation Zone CSD : Commission on Sustainable Development CT : Clean Technology DSS Decision Support System DTEPA :,water_conservation,0.8,2018-19,moefcc_2018_19.pdf
National Biodiversity Action Plan Abbreviations NCZMA : National Coastal Zone Management Authority NEPTRI : National Environmental Protection Training and Research Institute NESFP : National Environmental Science Fellows Programme NFA : National Fellowship Awards NFAP : National Forestry Action Programme NFC : National Forest Commission NGO : Non Governmental Organisation NGRBA : National Ganga River Basin Authority NGT : National Green Tribunal NIAW :,biodiversity,0.4,2018-19,moefcc_2018_19.pdf
National Lake Conservation Plan NMCG :,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
National Mission on Clean Ganga NMNH : National Museum for Natural History NNRMS : National Natural Resources Management Systems NRCD : National River Conservation Directorate NRCP :,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
National River Conservation Plan NTCA : National Tiger Conservation Authority NZP : National Zoological Park OC : Ozone Cell OL :,biodiversity,0.6,2018-19,moefcc_2018_19.pdf
State of Environment Report STP : Sewage Treatment Plants TOF : Trees Outside Forest UNCCD : United Nations Convention to Combat Desertification UNDP : United Nations Development Programme UNEP :,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Wildlife Crime Control Bureau WGEEP : Western Ghat Ecology Expert Panel WHC : World Heritage Conservation WII : Wildlife Institute of India ZSI : Zoological Survey of India Role and Mandate of the Ministry viii Ministry of Environment, Forest and Climate Change Role and Mandate of the Ministry The Ministry of Environment & Forest and Climate Change (MoEF&CC) is the nodal agency in the Central Government for overseeing the implementation of India s environment and forest policies and programmes relating to conservation of the country s natural resources including lakes and rivers, its biodiversity, forests and wildlife, ensuring the welfare of animals and prevention and abatement of pollution.",biodiversity,0.8,2018-19,moefcc_2018_19.pdf
Bio-diversity Conservation including that of lakes and Wetlands.,water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"Conservation, development, management ix Annual Report 2018-19 and abatement of pollution of rivers excluding the river Ganga and its tributaries.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
National River Conservation Directorate.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
Fundamental and applied research and training including higher education in forestry.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
Andaman and Nicobar Islands Forest and Plantation Development Corporation Limited.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"The Water (Prevention and Control of Pollution) Act, 1974 (6 of 1974).",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
The Water (Prevention and Control of Pollution),water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"These include 25 tours in 22 protected areas in Western and Eastern Himalayas, North-East India, Arid-Semi Arid Forest area, Gangetic Plains, Deccan Peninsula, Western Ghats, Coastal regions and Andaman and Nicobar islands.",biodiversity,0.4,2018-19,moefcc_2018_19.pdf
"Regional/State Flora/District: Completed the taxonomic description of 986 species for Flora of Uttarakhand, Flora of Gujarat, Grass Flora of Arunachal Pradesh, Flora of Anjaw District & West Siang District, Arunachal Pradesh, Polypodiaceae of NE India, Bryoflora (Hepaticae & Anthocerotae) of Mizoram, Flora of South Garo Hills, Meghalaya, Wild Mushrooms of North Sikkim, Pteridophytic Flora of North Sikkim, Flora of Chhattisgarh, Floral Diversity of Upper Ganga Ramsar Site, UP, Flora of Uttarakhand, Vol. III, Endemic & Threatened Pteridophytic Flora of NW Himalayas, Flora of Gujarat, Vol. III, Ferns of Maharashtra, Foliicolous Fungi of Maharashtra, Orchids of Maharashtra, Seaweed of Kerala Coast, Flora of N. Andaman Isls., Foliicolous lichens of Andaman, Alpine & Sub-Alpine Flora of Arunachal Pradesh, Flora of Bihar, Flora of Jharkhand, Liverworts & Hornworts of Sikkim, Wood Rotting Fungi of Koderma Wildlife Sanctuary and Algae of Jharkhand.",biodiversity,1.0,2018-19,moefcc_2018_19.pdf
"Flora of Protected Areas: Completed taxonomic description of 976 species from Buxa Wildlife Sanctuary, West Bengal; Gautama Buddha Wildlife Sanctuary, Bihar; Great Indian Bustard Wildlife Sanctuary, Maharashtra; Jaldapara Wildlife Sanctuary, West Bengal; JamwaRamgarh Wildlife Sanctuary, Rajasthan; Koderma Wildlife Sanctuary, Jharkhand; Malabar Wildlife Sanctuary, Kerala; Nagarjunasagar Srisailam Wildlife Sanctuary, Andhra Pradesh; Pakhui Wildlife Sanctuary, Arunachal Pradesh; Palkot Wildlife Sanctuary, Jharkhand; Rani Jhansi Marine National Park, South Andamans; Seshachalam Biosphere Reserve, Andhra Pradesh; Shoolpaneshwar Wildlife Sanctuary, Narmada, Gujarat; Srivilliputhur Wildlife Sanctuary, Tamil Nadu; Sultanpur National Park, Haryana; Udhwa Lake Bird Sanctuary, Sahibganj, Jharkhand.",biodiversity,1.0,2018-19,moefcc_2018_19.pdf
"1.3 Survey & Utilization The Survey & Utilization Division deals with matters related to State Forest Development Corporations, International Organizations like International Tropical Timber Organization, International Network for Bamboo & Rattan (INBAR), Trade Policy, Forest Survey of India, Sandalwood & Red Sanders related matters, formulation of guidelines of international/ domestic trade in forest produce and regulation of export & import of forest produce as per the Export and Import (EXIM) policy, Minor Forest Produce,all matters relating to Andaman and Nicobar Islands Forest Plantation Development Corporation Limited, forestry trade tariff and related issues for Bilateral/ Multilateral Trade Negotiations,Wood Based Industries, Bamboo Cell, Permission for Industrial Estates including North Eastern States and NE Cell.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
Andaman & Nicobar Islands Forest and Plantation Development Corporation Ltd.:,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Andaman & Nicobar Islands Forest & Plantation Development Corporation Limited (ANIFPDCL) is a Government of India Public Sector Undertaking, created in 1977 with the broad objectives of development and managing forestry plantations on the Islands.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"As per communication received from Cabinet Secretariat dated 18thAugust, 2017, the Cabinet Committee on Economic Affairs on 16thAugust, 2017 approved the closure of Andaman & Nicobar Islands Forest and Plantation Development Corporation Limited (ANIFPDCL), Port Blair, through discharging the liabilities of all employees by offering VRS/VSS, auction of movable/immovable assets and settlement of outstanding liabilities.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
The Ministry through the Centrally Sponsored Scheme of  Biosphere Reserve  provides grant-in-aid to states on 60:40 sharing basis in case of States other than NER and on 90:10 basis in case of Table- 2.1 State/Union Territories Mangrove and Coral Reefs Sites Andhra Pradesh Coringa East Godavari Krishna Andaman & Nicobar North Andamans Nicobar Goa Goa Gujarat Gulf of Kutchh Gulf of Khambhat Dumas-Ubhrat Kerala Vembanad Kannur (Northern Kerala),biodiversity,0.6,2018-19,moefcc_2018_19.pdf
"Karnataka Coondapur Dakshin Kannada/Honnavar Karwar Manglore Forest Division Maharashtra Achra-Ratnagiri Devgarh-Vijay Durg Veldur Kundalika-Revdanda Mumbra-Diva Vikroli Shreevardhan Vaitarna Vasai-Manori Malvan Odisha Bhaitarkanika Mahanadi Subernarekha Devi Dhamra Mangrove Genetic Resources Centre Chilka State/Union Territories Mangrove and Coral Reefs Sites Tamil Nadu Pichavaram Muthupet Ramnad Pulicat Kazhuveli West Bengal Sunderbans Coral Reef Sites Andaman & Nicobar Andaman and Nicobar Coral Reef Gujarat Gulf of Kutch Lakshadweep Lakshadweep Tamil Nadu Gulf of Mannar 28 Ministry of Environment, Forest and Climate Change NER States for conservation and management of the designated Biosphere Reserves.",biodiversity,1.0,2018-19,moefcc_2018_19.pdf
"Out of the 18 Biosphere Reserves designated nationally, so far 11 Biosphere Reserves, viz., Nilgiri (Tamil Nadu, Kerala and Karnataka), Gulf of Mannar (Tamil Nadu), Sunderban (West Bengal), Nanda Devi, (Uttarakhand), Pachmarhi (Madhya Pradesh), Similipal (Odisha), Nokrek (Meghalaya), AchanakmarAmarkantak (Chhattisgarh & Madhya Pradesh), Great Nicobar (Andaman and Nicobar Islands), Agasthyamala (Tamil Nadu & Kerala) and Khangchendzonga (Sikkim) have been included in the World Network of Biosphere Reserves of UNESCO.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"The Supplementary Protocol requires that response measures are taken in the event of damage resulting from living modified organisms, or where there is sufficient likelihood that damage will result if timely response measures are not taken.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Diversion of Forest land for use of NonForestry purposes:   Diversion of forest land is allowed to meet mostly the developmental needs for Drinking water projects, Irrigation projects, 34 Ministry of Environment, Forest and Climate Change Transmission lines, Railway lines, Roads, Power projects, Defense related projects, Mining etc.",water_conservation,0.4,2018-19,moefcc_2018_19.pdf
Catchment Area Treatment (CAT).,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
Andhra Pradesh 75 2162.44 9 23.81 2 Arunachal Pradesh 1 48.15 0 0.00 3 Assam 20 921.57 1 1.00 4 Bihar 96 652.48 71 488.56 5 Chandigarh 2 0.36 0 0.00 6 Chhattisgarh 30 3399.41 6 659.07 7 Dadar & Nagar Haveli 21 13.43 7 3.20 8 Daman and Diu 1 0.97 0 0.00 9 Delhi 3 36.43 0 0.00 10 Goa 4 1.75 4 2.09 11 Gujarat 195 2993.76 48 1118.68 12 Haryana 472 803.54 342 607.39 13 Himachal Pradesh 120 738.95 80 692.99 14 Jharkhand 23 838.76 18 476.16 15 Karnataka 43 1310.59 8 146.45 16 Kerala 5 138.15 5 3.05 17 Madhya Pradesh 290 8973.89 199 6748.70 18 Maharashtra 87 2542.56 5 435.53 19,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
Approach Access 158 5.18 99 3.04 2 Canal 1 0.00 1 0.00 3 Defence 14 26996.37 5 4159.09 4 Dispensary/Hospital 1 40.51 2 41.37 5 Drinking Water 75 231.58 23 18.86 6 Encroachments 1 14.22 0 0.00 7 Forest Village Conversion 0 0.00 1 285.70 8,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
Hydel 25 1093.43 18 148.67 9 Industry 13 1635.32 19 181.85 10 Irrigation 72 7737.84 33 4456.51 11 Mining 70 13305.91 29 6263.62 12 Optical Fibre Cable 55 30.64 26 13.94 13 Others 814 2424.78 380 624.44 14 Pipeline 4 0.62 0 0.00 15,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Quarrying 13 44.01 3 10.30 16 Railway 36 1386.76 18 844.71 17 Rehabilitation 2 101.61 0 0.00 18 Road 906 8264.48 483 2174.88 19 School 6 16.66 12 17.68 20 Thermal 5 80.93 1 10.70 21 Transmission Line 169 3292.58 111 1378.14 22 Village Electricity 24 24.40 17 29.50 23 Wind Power 2 55.54 2 30.00 Total 2466 66783.37 1283 20693.00 2.8 Forest Establishment The Forest Establishment Division is handling the establishment matters relating to the Indian Council of Forestry Research and Education (ICFRE), an autonomous organisation under the Ministry of Environment, Forest and Climate Change and its Institutes/Centres; Forest Survey of India (FSI) and its Regional Centres; National Zoological Park (NZP); Wildlife Crime Control Bureau (WCCB) and its Regional Offices; Indira Gandhi National Forest Academy (IGNFA); Directorate of Forest Education (DFE) with four Central Academies, Forest Departments of all the Union Territories 37 Annual Report 2018-19 of India (except Andaman & Nicobar Forest Planation Development Corporation), general references relating to frontline staff of State Forest Departments viz;   Recruitment Rules   framing & amendment of Recruitment Rules of technical and Ministerial posts.",biodiversity,0.6,2018-19,moefcc_2018_19.pdf
The strategy seeks to address drivers of deforestation and forest degradation and also developing a roadmap for enhancement of forest carbon stocks and achieving sustainable management of forests through REDD+ actions.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
For ease of doing business Standing Committee of National Board for Wildlife has delegated its power to the State Board for Wildlife for sanctioning proposals on:   Laying of drinking water pipelines   Optical fibre cables (OFC) in Protected Areas   There is zero pendency in Wildlife Clearances   Video conferencing of SC-NBWL meeting Training programme for Veterinary Doctors in Protected Areas: The veterinary Doctors play an important role in the day to day management of the Protected Areas.,water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"The Project will strengthen the ongoing measures for conservation and recovery of Asiatic Lion with the help of state-of-the  art techniques/ instruments, regular scientific research studies, disease management, Modern surveillance/ patrolling techniques etc. 46 Ministry of Environment, Forest and Climate Change v. Addressing Human Wildlife Conflict: Considering the need of immediate assistance to farmers whose crops are being damaged by wild animals such as Blue bulls, Wild boars etc., the Wildlife Division of the Ministry requested of the Ministry of Agriculture and Farmers Welfare to include the crop damage by wild animals within the ambit of the  Pradhan Mantri Fasal BimaYojna .",biodiversity,0.6,2018-19,moefcc_2018_19.pdf
The compensation for damage to crops and loss of human lives has also been increased.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Andhra Pradesh, Arunachal Pradesh, Assam, Chhattisgarh, Jharkhand, Karnataka, Kerala, Maharashtra, Meghalaya, Nagaland, Odisha, Tamil Nadu, Tripura, Uttarakhand, Uttar Pradesh, West Bengal, Rajasthan, Andaman & Nicobar, Bihar, Punjab, Gujarat and Haryana (where an elephant rescue centre has been set up supported by Project Elephant).",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"It was first used in India as early as 1978 with river valley projects, and was subsequently extended to large public sector projects requiring Public Investment Board (PIB) clearance.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"The safeguard measures are intended to minimize adverse impacts, inter alia, on (i) air quality; (ii) water quality; (iii) land degradation; (iv) bio-diversity; and (v) wildlife habitat.",biodiversity,0.4,2018-19,moefcc_2018_19.pdf
"In addition, measures like rainwater harvesting, water conservation, greenbelt and plantation; wildlife conservation plan, etc. are also required to be implemented in the project.",water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"69 Annual Report 2018-19 Environmental Clearance to Developmental Projects: As per the provisions of the EIA Notification 2006, several meetings of various sectoral Expert Appraisal Committees were convened during the year for appraisal of category  A  projects from sectors of Industry, Thermal, River valley and Hydroelectric Projects, Coal Mining, Non-Coal Mining, Infrastructure, Construction & CRZ and Nuclear, Defence& related Projects.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Achievements made during the year:   A Notification S.O. 3977 (E) dated the 14th August, 2018 was issued wherein powers have been delegated to the SEIAA to grant EC for non-coal mining projects upto 100 ha. and river valley projects from > 2000 ha.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"To conserve and protect the fragile coastal ecosystems such as the mangroves, brackish water wetlands, coral reefs, etc.",biodiversity,0.6,2018-19,moefcc_2018_19.pdf
To control pollution of coastal waters from land based sources.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
Construction of sewage Treatment Plant.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"d. Karnataka, Kerala, Daman & Diu, Andaman & Nicobar, Maharashtra, West Bengal have not submitted their PPR.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Under this programme, basic facilities for beaches is being developed such as security and survelience, changing rooms, toilets, water kiosk, solid waste management system, waste water treatment plant, information centre, information boards, umbrella, seatout etc.",eco_friendly_practices,0.4,2018-19,moefcc_2018_19.pdf
"A Central Sector Scheme titled  Control of Pollution  has been conceptualized to provide financial assistance to Central Pollution Control Board (CPCB) and State Pollution Control Boards/ Pollution Control Committee (SPCBs/ PCCs) in lieu of Water Cess funds and taking up of other activities related to prevention, control & abatement of environmental pollution.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
Cr. as Grants-in-Aid to Central Pollution Control Board for National Water Monitoring Programme (NWMP) under the scheme  Control of Pollution  for the year 2018-19; II.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Air pollutants, water pollutants and noise limits, from industries, operations or processes with an aim to protect and improve the quality of the environment and abate environmental pollution.",water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"The MoEF&CC has notified revised environmental standards for ManMade Fibre Industry vide G.S.R. 1095(E), dated 09/11/2018 for effluent and emissions including Wastewater Generation Standards and Load/Mass based Standard.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"In the notification effluent standards covers mainly the permitted pH range of treated effluent is 6.0-8.5, Suspended Solids is 100 mg/l for all type of discharge (Inland Surface Water, Land for Irrigation and Marine Discharge).",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
The BioChemical Demand is 30 mg/l for Inland Surface Water and 100 mg/l for Land for Irrigation and Marine Discharge etc.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
